S No.,Year,State,Industry,Count
1479,2021,Gujarat,Marketing,26
1480,2021,Gujarat,Media & Entertainment,20
1481,2021,Gujarat,Nanotechnology,5
1482,2021,Gujarat,Non- Renewable Energy,36
1483,2021,Gujarat,Other Specialty Retailers,12
1484,2021,Gujarat,Others,91
1485,2021,Gujarat,Passenger Experience,1
1486,2021,Gujarat,Pets & Animals,2
1487,2021,Gujarat,Professional & Commercial Services,131
1488,2021,Gujarat,Real Estate,4
1489,2021,Gujarat,Renewable Energy,96
1490,2021,Gujarat,Retail,32
1491,2021,Gujarat,Robotics,9
1492,2021,Gujarat,Safety,4
1493,2021,Gujarat,Security Solutions,17
1494,2021,Gujarat,Social Impact,7
1495,2021,Gujarat,Social Network,6
1496,2021,Gujarat,Sports,3
1497,2021,Gujarat,Technology Hardware,57
1498,2021,Gujarat,Telecommunication & Networking,10
1499,2021,Gujarat,Textiles & Apparel,24
1500,2021,Gujarat,Toys and Games,12
1501,2021,Gujarat,Transportation & Storage,21
1502,2021,Gujarat,Travel & Tourism,20
1503,2021,Gujarat,Waste Management,18
1504,2021,Haryana,Advertising,8
1505,2021,Haryana,Aeronautics Aerospace & Defence,5
1506,2021,Haryana,Agriculture,51
1507,2021,Haryana,AI,19
1508,2021,Haryana,Airport Operations,1
1509,2021,Haryana,Analytics,5
1510,2021,Haryana,AR VR (Augmented + Virtual Reality),4
1511,2021,Haryana,Architecture Interior Design,5
1512,2021,Haryana,Art & Photography,3
1513,2021,Haryana,Automotive,30
1514,2021,Haryana,Biotechnology,4
1515,2021,Haryana,Chemicals,10
1516,2021,Haryana,Construction,50
1517,2021,Haryana,Dating Matrimonial,2
1518,2021,Haryana,Design,3
1519,2021,Haryana,Education,62
1520,2021,Haryana,Enterprise Software,9
1521,2021,Haryana,Events,2
1522,2021,Haryana,Fashion,13
1523,2021,Haryana,Finance Technology,40
1524,2021,Haryana,Food & Beverages,66
1525,2021,Haryana,Green Technology,17
1526,2021,Haryana,Healthcare & Lifesciences,103
1527,2021,Haryana,House-Hold Services,8
1528,2021,Haryana,Human Resources,32
1529,2021,Haryana,Indic Language Startups,3
1530,2021,Haryana,Internet of Things,14
1531,2021,Haryana,IT Services,104
1532,2021,Haryana,Logistics,17
1533,2021,Haryana,Marketing,17
1534,2021,Haryana,Media & Entertainment,17
1535,2021,Haryana,Non- Renewable Energy,30
1536,2021,Haryana,Other Specialty Retailers,7
1537,2021,Haryana,Others,42
1538,2021,Haryana,Pets & Animals,2
1539,2021,Haryana,Professional & Commercial Services,66
1540,2021,Haryana,Real Estate,10
1541,2021,Haryana,Renewable Energy,23
1542,2021,Haryana,Retail,26
1543,2021,Haryana,Robotics,3
1544,2021,Haryana,Safety,2
1545,2021,Haryana,Security Solutions,14
1546,2021,Haryana,Social Impact,1
1547,2021,Haryana,Social Network,8
1548,2021,Haryana,Sports,5
1549,2021,Haryana,Technology Hardware,30
1550,2021,Haryana,Telecommunication & Networking,14
1551,2021,Haryana,Textiles & Apparel,8
1552,2021,Haryana,Toys and Games,5
1553,2021,Haryana,Transportation & Storage,18
1554,2021,Haryana,Travel & Tourism,22
1555,2021,Haryana,Waste Management,10
1556,2021,Himachal Pradesh,Aeronautics Aerospace & Defence,1
1557,2021,Himachal Pradesh,Agriculture,4
1558,2021,Himachal Pradesh,AI,2
1559,2021,Himachal Pradesh,Architecture Interior Design,1
1560,2021,Himachal Pradesh,Chemicals,1
1561,2021,Himachal Pradesh,Computer Vision,1
1562,2021,Himachal Pradesh,Construction,4
1563,2021,Himachal Pradesh,Design,1
1564,2021,Himachal Pradesh,Education,3
1565,2021,Himachal Pradesh,Events,1
1566,2021,Himachal Pradesh,Fashion,3
1567,2021,Himachal Pradesh,Finance Technology,1
1568,2021,Himachal Pradesh,Food & Beverages,3
1569,2021,Himachal Pradesh,Green Technology,1
1570,2021,Himachal Pradesh,Healthcare & Lifesciences,3
1571,2021,Himachal Pradesh,Internet of Things,1
1572,2021,Himachal Pradesh,IT Services,3
1573,2021,Himachal Pradesh,Logistics,2
1574,2021,Himachal Pradesh,Non- Renewable Energy,2
1575,2021,Himachal Pradesh,Others,3
1576,2021,Himachal Pradesh,Professional & Commercial Services,2
1577,2021,Himachal Pradesh,Renewable Energy,4
1578,2021,Himachal Pradesh,Retail,1
1579,2021,Himachal Pradesh,Textiles & Apparel,2
1580,2021,Himachal Pradesh,Toys and Games,1
1581,2021,Himachal Pradesh,Transportation & Storage,1
1582,2021,Himachal Pradesh,Travel & Tourism,3
1583,2021,Himachal Pradesh,Waste Management,1
1584,2021,Jammu and Kashmir,Advertising,1
1585,2021,Jammu and Kashmir,Aeronautics Aerospace & Defence,2
1586,2021,Jammu and Kashmir,Agriculture,12
1587,2021,Jammu and Kashmir,AI,1
1588,2021,Jammu and Kashmir,Automotive,4
1589,2021,Jammu and Kashmir,Construction,18
1590,2021,Jammu and Kashmir,Design,1
1591,2021,Jammu and Kashmir,Education,4
1592,2021,Jammu and Kashmir,Finance Technology,1
1593,2021,Jammu and Kashmir,Food & Beverages,5
1594,2021,Jammu and Kashmir,Green Technology,1
1595,2021,Jammu and Kashmir,Healthcare & Lifesciences,10
1596,2021,Jammu and Kashmir,Human Resources,3
1597,2021,Jammu and Kashmir,Internet of Things,1
1598,2021,Jammu and Kashmir,IT Services,8
1599,2021,Jammu and Kashmir,Non- Renewable Energy,31
1600,2021,Jammu and Kashmir,Others,1
1601,2021,Jammu and Kashmir,Pets & Animals,1
1602,2021,Jammu and Kashmir,Professional & Commercial Services,5
1603,2021,Jammu and Kashmir,Real Estate,1
1604,2021,Jammu and Kashmir,Renewable Energy,6
1605,2021,Jammu and Kashmir,Retail,3
1606,2021,Jammu and Kashmir,Robotics,1
1607,2021,Jammu and Kashmir,Security Solutions,3
1608,2021,Jammu and Kashmir,Social Impact,1
1609,2021,Jammu and Kashmir,Textiles & Apparel,1
1610,2021,Jammu and Kashmir,Transportation & Storage,1
1611,2021,Jammu and Kashmir,Travel & Tourism,4
1612,2021,Jammu and Kashmir,Waste Management,1
1613,2021,Jharkhand,Aeronautics Aerospace & Defence,1
1614,2021,Jharkhand,Agriculture,18
1615,2021,Jharkhand,AR VR (Augmented + Virtual Reality),2
1616,2021,Jharkhand,Automotive,4
1617,2021,Jharkhand,Chemicals,2
1618,2021,Jharkhand,Construction,16
1619,2021,Jharkhand,Design,1
1620,2021,Jharkhand,Education,8
1621,2021,Jharkhand,Enterprise Software,1
1622,2021,Jharkhand,Fashion,1
1623,2021,Jharkhand,Finance Technology,2
1624,2021,Jharkhand,Food & Beverages,10
1625,2021,Jharkhand,Green Technology,5
1626,2021,Jharkhand,Healthcare & Lifesciences,10
1627,2021,Jharkhand,House-Hold Services,4
1628,2021,Jharkhand,Human Resources,5
1629,2021,Jharkhand,Indic Language Startups,2
1630,2021,Jharkhand,Internet of Things,2
1631,2021,Jharkhand,IT Services,19
1632,2021,Jharkhand,Logistics,3
1633,2021,Jharkhand,Marketing,1
1634,2021,Jharkhand,Media & Entertainment,2
1635,2021,Jharkhand,Non- Renewable Energy,18
1636,2021,Jharkhand,Other Specialty Retailers,2
1637,2021,Jharkhand,Others,12
1638,2021,Jharkhand,Professional & Commercial Services,11
1639,2021,Jharkhand,Renewable Energy,5
1640,2021,Jharkhand,Retail,6
1641,2021,Jharkhand,Safety,1
1642,2021,Jharkhand,Security Solutions,3
1643,2021,Jharkhand,Social Impact,1
1644,2021,Jharkhand,Technology Hardware,3
1645,2021,Jharkhand,Telecommunication & Networking,2
1646,2021,Jharkhand,Textiles & Apparel,3
1647,2021,Jharkhand,Toys and Games,2
1648,2021,Jharkhand,Transportation & Storage,1
1649,2021,Jharkhand,Waste Management,2
1650,2021,Karnataka,Advertising,8
1651,2021,Karnataka,Aeronautics Aerospace & Defence,34
1652,2021,Karnataka,Agriculture,89
1653,2021,Karnataka,AI,81
1654,2021,Karnataka,Airport Operations,1
1655,2021,Karnataka,Analytics,18
1656,2021,Karnataka,Animation,1
1657,2021,Karnataka,AR VR (Augmented + Virtual Reality),11
1658,2021,Karnataka,Architecture Interior Design,20
1659,2021,Karnataka,Art & Photography,4
1660,2021,Karnataka,Automotive,59
1661,2021,Karnataka,Biotechnology,22
1662,2021,Karnataka,Chemicals,13
1663,2021,Karnataka,Computer Vision,10
1664,2021,Karnataka,Construction,49
1665,2021,Karnataka,Design,16
1666,2021,Karnataka,Education,163
1667,2021,Karnataka,Enterprise Software,61
1668,2021,Karnataka,Events,16
1669,2021,Karnataka,Fashion,25
1670,2021,Karnataka,Finance Technology,72
1671,2021,Karnataka,Food & Beverages,99
1672,2021,Karnataka,Green Technology,40
1673,2021,Karnataka,Healthcare & Lifesciences,223
1674,2021,Karnataka,House-Hold Services,7
1675,2021,Karnataka,Human Resources,38
1676,2021,Karnataka,Indic Language Startups,11
1677,2021,Karnataka,Internet of Things,53
1678,2021,Karnataka,IT Services,268
1679,2021,Karnataka,Logistics,19
1680,2021,Karnataka,Marketing,22
1681,2021,Karnataka,Media & Entertainment,26
1682,2021,Karnataka,Nanotechnology,6
1683,2021,Karnataka,Non- Renewable Energy,53
1684,2021,Karnataka,Other Specialty Retailers,9
1685,2021,Karnataka,Others,71
1686,2021,Karnataka,Passenger Experience,1
1687,2021,Karnataka,Pets & Animals,7
1688,2021,Karnataka,Professional & Commercial Services,97
1689,2021,Karnataka,Real Estate,20
1690,2021,Karnataka,Renewable Energy,34
1691,2021,Karnataka,Retail,32
1692,2021,Karnataka,Robotics,7
1693,2021,Karnataka,Safety,2
1694,2021,Karnataka,Security Solutions,17
1695,2021,Karnataka,Social Impact,18
1696,2021,Karnataka,Social Network,13
1697,2021,Karnataka,Sports,12
1698,2021,Karnataka,Technology Hardware,56
1699,2021,Karnataka,Telecommunication & Networking,18
1700,2021,Karnataka,Textiles & Apparel,21
1701,2021,Karnataka,Toys and Games,11
1702,2021,Karnataka,Transportation & Storage,18
1703,2021,Karnataka,Travel & Tourism,34
1704,2021,Karnataka,Waste Management,21
1705,2021,Kerala,Advertising,6
1706,2021,Kerala,Aeronautics Aerospace & Defence,7
1707,2021,Kerala,Agriculture,33
1708,2021,Kerala,AI,22
1709,2021,Kerala,Analytics,6
1710,2021,Kerala,Animation,3
1711,2021,Kerala,AR VR (Augmented + Virtual Reality),8
1712,2021,Kerala,Architecture Interior Design,9
1713,2021,Kerala,Art & Photography,3
1714,2021,Kerala,Automotive,19
1715,2021,Kerala,Biotechnology,7
1716,2021,Kerala,Chemicals,2
1717,2021,Kerala,Computer Vision,1
1718,2021,Kerala,Construction,30
1719,2021,Kerala,Design,6
1720,2021,Kerala,Education,89
1721,2021,Kerala,Enterprise Software,20
1722,2021,Kerala,Events,2
1723,2021,Kerala,Fashion,6
1724,2021,Kerala,Finance Technology,15
1725,2021,Kerala,Food & Beverages,36
1726,2021,Kerala,Green Technology,6
1727,2021,Kerala,Healthcare & Lifesciences,81
1728,2021,Kerala,House-Hold Services,6
1729,2021,Kerala,Human Resources,13
1730,2021,Kerala,Internet of Things,11
1731,2021,Kerala,IT Services,173
1732,2021,Kerala,Logistics,4
1733,2021,Kerala,Marketing,23
1734,2021,Kerala,Media & Entertainment,18
1735,2021,Kerala,Non- Renewable Energy,27
1736,2021,Kerala,Other Specialty Retailers,4
1737,2021,Kerala,Others,44
1738,2021,Kerala,Pets & Animals,1
1739,2021,Kerala,Professional & Commercial Services,39
1740,2021,Kerala,Real Estate,4
1741,2021,Kerala,Renewable Energy,11
1742,2021,Kerala,Retail,25
1743,2021,Kerala,Robotics,6
1744,2021,Kerala,Safety,1
1745,2021,Kerala,Security Solutions,2
1746,2021,Kerala,Social Impact,10
1747,2021,Kerala,Social Network,6
1748,2021,Kerala,Sports,3
1749,2021,Kerala,Technology Hardware,30
1750,2021,Kerala,Telecommunication & Networking,7
1751,2021,Kerala,Textiles & Apparel,7
1752,2021,Kerala,Toys and Games,4
1753,2021,Kerala,Transportation & Storage,5
1754,2021,Kerala,Travel & Tourism,9
1755,2021,Kerala,Waste Management,14
1756,2021,Madhya Pradesh,Advertising,7
1757,2021,Madhya Pradesh,Aeronautics Aerospace & Defence,5
1758,2021,Madhya Pradesh,Agriculture,45
1759,2021,Madhya Pradesh,AI,5
1760,2021,Madhya Pradesh,Analytics,6
1761,2021,Madhya Pradesh,AR VR (Augmented + Virtual Reality),2
1762,2021,Madhya Pradesh,Architecture Interior Design,2
1763,2021,Madhya Pradesh,Art & Photography,3
1764,2021,Madhya Pradesh,Automotive,10
1765,2021,Madhya Pradesh,Chemicals,4
1766,2021,Madhya Pradesh,Computer Vision,3
1767,2021,Madhya Pradesh,Construction,40
1768,2021,Madhya Pradesh,Design,8
1769,2021,Madhya Pradesh,Education,35
1770,2021,Madhya Pradesh,Enterprise Software,5
1771,2021,Madhya Pradesh,Events,2
1772,2021,Madhya Pradesh,Fashion,3
1773,2021,Madhya Pradesh,Finance Technology,12
1774,2021,Madhya Pradesh,Food & Beverages,24
1775,2021,Madhya Pradesh,Green Technology,7
1776,2021,Madhya Pradesh,Healthcare & Lifesciences,37
1777,2021,Madhya Pradesh,House-Hold Services,3
1778,2021,Madhya Pradesh,Human Resources,21
1779,2021,Madhya Pradesh,Internet of Things,3
1780,2021,Madhya Pradesh,IT Services,46
1781,2021,Madhya Pradesh,Logistics,3
1782,2021,Madhya Pradesh,Marketing,13
1783,2021,Madhya Pradesh,Media & Entertainment,5
1784,2021,Madhya Pradesh,Non- Renewable Energy,34
1785,2021,Madhya Pradesh,Other Specialty Retailers,4
1786,2021,Madhya Pradesh,Others,24
1787,2021,Madhya Pradesh,Pets & Animals,2
1788,2021,Madhya Pradesh,Professional & Commercial Services,44
1789,2021,Madhya Pradesh,Real Estate,3
1790,2021,Madhya Pradesh,Renewable Energy,10
1791,2021,Madhya Pradesh,Retail,15
1792,2021,Madhya Pradesh,Robotics,2
1793,2021,Madhya Pradesh,Safety,4
1794,2021,Madhya Pradesh,Security Solutions,16
1795,2021,Madhya Pradesh,Social Impact,5
1796,2021,Madhya Pradesh,Sports,2
1797,2021,Madhya Pradesh,Technology Hardware,13
1798,2021,Madhya Pradesh,Telecommunication & Networking,4
1799,2021,Madhya Pradesh,Textiles & Apparel,8
1800,2021,Madhya Pradesh,Transportation & Storage,5
1801,2021,Madhya Pradesh,Travel & Tourism,5
1802,2021,Madhya Pradesh,Waste Management,6
1803,2021,Maharashtra,Advertising,17
1804,2021,Maharashtra,Aeronautics Aerospace & Defence,28
1805,2021,Maharashtra,Agriculture,211
1806,2021,Maharashtra,AI,56
1807,2021,Maharashtra,Analytics,33
1808,2021,Maharashtra,Animation,5
1809,2021,Maharashtra,AR VR (Augmented + Virtual Reality),14
1810,2021,Maharashtra,Architecture Interior Design,20
1811,2021,Maharashtra,Art & Photography,4
1812,2021,Maharashtra,Automotive,88
1813,2021,Maharashtra,Biotechnology,13
1814,2021,Maharashtra,Chemicals,62
1815,2021,Maharashtra,Computer Vision,6
1816,2021,Maharashtra,Construction,144
1817,2021,Maharashtra,Dating Matrimonial,5
1818,2021,Maharashtra,Design,27
1819,2021,Maharashtra,Education,242
1820,2021,Maharashtra,Enterprise Software,51
1821,2021,Maharashtra,Events,16
1822,2021,Maharashtra,Fashion,46
1823,2021,Maharashtra,Finance Technology,149
1824,2021,Maharashtra,Food & Beverages,183
1825,2021,Maharashtra,Green Technology,68
1826,2021,Maharashtra,Healthcare & Lifesciences,351
1827,2021,Maharashtra,House-Hold Services,20
1828,2021,Maharashtra,Human Resources,63
1829,2021,Maharashtra,Indic Language Startups,9
1830,2021,Maharashtra,Internet of Things,31
1831,2021,Maharashtra,IT Services,372
1832,2021,Maharashtra,Logistics,30
1833,2021,Maharashtra,Marketing,72
1834,2021,Maharashtra,Media & Entertainment,61
1835,2021,Maharashtra,Nanotechnology,6
1836,2021,Maharashtra,Non- Renewable Energy,177
1837,2021,Maharashtra,Other Specialty Retailers,19
1838,2021,Maharashtra,Others,176
1839,2021,Maharashtra,Passenger Experience,1
1840,2021,Maharashtra,Pets & Animals,11
1841,2021,Maharashtra,Professional & Commercial Services,194
1842,2021,Maharashtra,Real Estate,21
1843,2021,Maharashtra,Renewable Energy,91
1844,2021,Maharashtra,Retail,63
1845,2021,Maharashtra,Robotics,15
1846,2021,Maharashtra,Safety,22
1847,2021,Maharashtra,Security Solutions,44
1848,2021,Maharashtra,Social Impact,18
1849,2021,Maharashtra,Social Network,25
1850,2021,Maharashtra,Sports,21
1851,2021,Maharashtra,Technology Hardware,121
1852,2021,Maharashtra,Telecommunication & Networking,38
1853,2021,Maharashtra,Textiles & Apparel,38
1854,2021,Maharashtra,Toys and Games,12
1855,2021,Maharashtra,Transportation & Storage,59
1856,2021,Maharashtra,Travel & Tourism,30
1857,2021,Maharashtra,Waste Management,39
1858,2021,Manipur,AI,1
1859,2021,Manipur,Construction,4
1860,2021,Manipur,Education,2
1861,2021,Manipur,Food & Beverages,3
1862,2021,Manipur,Healthcare & Lifesciences,3
1863,2021,Manipur,IT Services,1
1864,2021,Manipur,Logistics,1
1865,2021,Manipur,Non- Renewable Energy,7
1866,2021,Manipur,Professional & Commercial Services,1
1867,2021,Manipur,Renewable Energy,2
1868,2021,Manipur,Transportation & Storage,9
1869,2021,Manipur,Travel & Tourism,3
1870,2021,Meghalaya,Advertising,1
1871,2021,Meghalaya,Education,1
1872,2021,Meghalaya,Food & Beverages,1
1873,2021,Meghalaya,Green Technology,1
1874,2021,Meghalaya,IT Services,2
1875,2021,Meghalaya,Others,1
1876,2021,Meghalaya,Professional & Commercial Services,1
1877,2021,Meghalaya,Travel & Tourism,1
1878,2021,Mizoram,Agriculture,1
1879,2021,Mizoram,Textiles & Apparel,1
1880,2021,Nagaland,Agriculture,1
1881,2021,Nagaland,Education,1
1882,2021,Nagaland,Food & Beverages,1
1883,2021,Nagaland,Green Technology,1
1884,2021,Nagaland,Non- Renewable Energy,1
1885,2021,Nagaland,Renewable Energy,1
1886,2021,Nagaland,Retail,1
1887,2021,Odisha,Advertising,4
1888,2021,Odisha,Aeronautics Aerospace & Defence,3
1889,2021,Odisha,Agriculture,32
1890,2021,Odisha,AI,3
1891,2021,Odisha,AR VR (Augmented + Virtual Reality),2
1892,2021,Odisha,Architecture Interior Design,3
1893,2021,Odisha,Art & Photography,1
1894,2021,Odisha,Automotive,7
1895,2021,Odisha,Biotechnology,4
1896,2021,Odisha,Chemicals,2
1897,2021,Odisha,Construction,22
1898,2021,Odisha,Education,28
1899,2021,Odisha,Enterprise Software,3
1900,2021,Odisha,Events,4
1901,2021,Odisha,Fashion,5
1902,2021,Odisha,Finance Technology,5
1903,2021,Odisha,Food & Beverages,30
1904,2021,Odisha,Green Technology,7
1905,2021,Odisha,Healthcare & Lifesciences,34
1906,2021,Odisha,House-Hold Services,3
1907,2021,Odisha,Human Resources,8
1908,2021,Odisha,Indic Language Startups,2
1909,2021,Odisha,Internet of Things,7
1910,2021,Odisha,IT Services,34
1911,2021,Odisha,Logistics,6
1912,2021,Odisha,Marketing,7
1913,2021,Odisha,Media & Entertainment,6
1914,2021,Odisha,Nanotechnology,1
1915,2021,Odisha,Non- Renewable Energy,16
1916,2021,Odisha,Other Specialty Retailers,1
1917,2021,Odisha,Others,12
1918,2021,Odisha,Pets & Animals,1
1919,2021,Odisha,Professional & Commercial Services,22
1920,2021,Odisha,Real Estate,3
1921,2021,Odisha,Renewable Energy,15
1922,2021,Odisha,Retail,10
1923,2021,Odisha,Robotics,1
1924,2021,Odisha,Safety,4
1925,2021,Odisha,Security Solutions,3
1926,2021,Odisha,Social Impact,2
1927,2021,Odisha,Social Network,1
1928,2021,Odisha,Technology Hardware,12
1929,2021,Odisha,Telecommunication & Networking,2
1930,2021,Odisha,Textiles & Apparel,7
1931,2021,Odisha,Transportation & Storage,5
1932,2021,Odisha,Travel & Tourism,4
1933,2021,Odisha,Waste Management,4
1934,2021,Puducherry,Agriculture,2
1935,2021,Puducherry,Automotive,1
1936,2021,Puducherry,Construction,1
1937,2021,Puducherry,Education,1
1938,2021,Puducherry,Food & Beverages,2
1939,2021,Puducherry,Human Resources,1
1940,2021,Puducherry,IT Services,3
1941,2021,Puducherry,Non- Renewable Energy,1
1942,2021,Puducherry,Others,1
1943,2021,Puducherry,Professional & Commercial Services,1
1944,2021,Puducherry,Retail,1
1945,2021,Puducherry,Social Network,1
1946,2021,Puducherry,Technology Hardware,1
1947,2021,Punjab,Advertising,1
1948,2021,Punjab,Aeronautics Aerospace & Defence,3
1949,2021,Punjab,Agriculture,18
1950,2021,Punjab,AI,5
1951,2021,Punjab,AR VR (Augmented + Virtual Reality),5
1952,2021,Punjab,Automotive,3
1953,2021,Punjab,Biotechnology,1
1954,2021,Punjab,Chemicals,3
1955,2021,Punjab,Computer Vision,1
1956,2021,Punjab,Construction,7
1957,2021,Punjab,Education,16
1958,2021,Punjab,Enterprise Software,1
1959,2021,Punjab,Fashion,3
1960,2021,Punjab,Finance Technology,8
1961,2021,Punjab,Food & Beverages,18
1962,2021,Punjab,Green Technology,2
1963,2021,Punjab,Healthcare & Lifesciences,19
1964,2021,Punjab,House-Hold Services,1
1965,2021,Punjab,Human Resources,3
1966,2021,Punjab,Indic Language Startups,1
1967,2021,Punjab,Internet of Things,1
1968,2021,Punjab,IT Services,30
1969,2021,Punjab,Logistics,1
1970,2021,Punjab,Marketing,9
1971,2021,Punjab,Media & Entertainment,7
1972,2021,Punjab,Non- Renewable Energy,16
1973,2021,Punjab,Other Specialty Retailers,1
1974,2021,Punjab,Others,8
1975,2021,Punjab,Professional & Commercial Services,11
1976,2021,Punjab,Real Estate,2
1977,2021,Punjab,Renewable Energy,6
1978,2021,Punjab,Retail,10
1979,2021,Punjab,Robotics,1
1980,2021,Punjab,Security Solutions,4
1981,2021,Punjab,Social Impact,1
1982,2021,Punjab,Social Network,2
1983,2021,Punjab,Sports,2
1984,2021,Punjab,Technology Hardware,5
1985,2021,Punjab,Textiles & Apparel,4
1986,2021,Punjab,Transportation & Storage,1
1987,2021,Punjab,Travel & Tourism,2
1988,2021,Punjab,Waste Management,1
1989,2021,Rajasthan,Advertising,3
1990,2021,Rajasthan,Aeronautics Aerospace & Defence,3
1991,2021,Rajasthan,Agriculture,40
1992,2021,Rajasthan,AI,5
1993,2021,Rajasthan,Analytics,2
1994,2021,Rajasthan,AR VR (Augmented + Virtual Reality),6
1995,2021,Rajasthan,Architecture Interior Design,1
1996,2021,Rajasthan,Art & Photography,1
1997,2021,Rajasthan,Automotive,7
1998,2021,Rajasthan,Chemicals,5
1999,2021,Rajasthan,Computer Vision,4
2000,2021,Rajasthan,Construction,31
2001,2021,Rajasthan,Dating Matrimonial,1
2002,2021,Rajasthan,Education,38
2003,2021,Rajasthan,Enterprise Software,9
2004,2021,Rajasthan,Events,3
2005,2021,Rajasthan,Fashion,6
2006,2021,Rajasthan,Finance Technology,26
2007,2021,Rajasthan,Food & Beverages,30
2008,2021,Rajasthan,Green Technology,7
2009,2021,Rajasthan,Healthcare & Lifesciences,46
2010,2021,Rajasthan,House-Hold Services,2
2011,2021,Rajasthan,Human Resources,11
2012,2021,Rajasthan,Indic Language Startups,4
2013,2021,Rajasthan,Internet of Things,4
2014,2021,Rajasthan,IT Services,60
2015,2021,Rajasthan,Logistics,5
2016,2021,Rajasthan,Marketing,7
2017,2021,Rajasthan,Media & Entertainment,8
2018,2021,Rajasthan,Nanotechnology,2
2019,2021,Rajasthan,Non- Renewable Energy,31
2020,2021,Rajasthan,Other Specialty Retailers,8
2021,2021,Rajasthan,Others,35
2022,2021,Rajasthan,Pets & Animals,3
2023,2021,Rajasthan,Professional & Commercial Services,44
2024,2021,Rajasthan,Real Estate,7
2025,2021,Rajasthan,Renewable Energy,25
2026,2021,Rajasthan,Retail,14
2027,2021,Rajasthan,Robotics,3
2028,2021,Rajasthan,Security Solutions,6
2029,2021,Rajasthan,Social Impact,4
2030,2021,Rajasthan,Social Network,2
2031,2021,Rajasthan,Sports,2
2032,2021,Rajasthan,Technology Hardware,12
2033,2021,Rajasthan,Telecommunication & Networking,8
2034,2021,Rajasthan,Textiles & Apparel,16
2035,2021,Rajasthan,Toys and Games,1
2036,2021,Rajasthan,Transportation & Storage,5
2037,2021,Rajasthan,Travel & Tourism,12
2038,2021,Rajasthan,Waste Management,9
2039,2021,Sikkim,Construction,1
2040,2021,Sikkim,Education,1
2041,2021,Sikkim,Non- Renewable Energy,1
2042,2021,Tamil Nadu,Advertising,7
2043,2021,Tamil Nadu,Aeronautics Aerospace & Defence,23
2044,2021,Tamil Nadu,Agriculture,67
2045,2021,Tamil Nadu,AI,18
2046,2021,Tamil Nadu,Analytics,11
2047,2021,Tamil Nadu,AR VR (Augmented + Virtual Reality),9
2048,2021,Tamil Nadu,Architecture Interior Design,4
2049,2021,Tamil Nadu,Art & Photography,3
2050,2021,Tamil Nadu,Automotive,34
2051,2021,Tamil Nadu,Biotechnology,14
2052,2021,Tamil Nadu,Chemicals,9
2053,2021,Tamil Nadu,Computer Vision,3
2054,2021,Tamil Nadu,Construction,40
2055,2021,Tamil Nadu,Dating Matrimonial,1
2056,2021,Tamil Nadu,Design,8
2057,2021,Tamil Nadu,Education,74
2058,2021,Tamil Nadu,Enterprise Software,28
2059,2021,Tamil Nadu,Events,1
2060,2021,Tamil Nadu,Fashion,11
2061,2021,Tamil Nadu,Finance Technology,29
2062,2021,Tamil Nadu,Food & Beverages,57
2063,2021,Tamil Nadu,Green Technology,24
2064,2021,Tamil Nadu,Healthcare & Lifesciences,97
2065,2021,Tamil Nadu,House-Hold Services,2
2066,2021,Tamil Nadu,Human Resources,10
2067,2021,Tamil Nadu,Indic Language Startups,2
2068,2021,Tamil Nadu,Internet of Things,15
2069,2021,Tamil Nadu,IT Services,130
2070,2021,Tamil Nadu,Logistics,12
2071,2021,Tamil Nadu,Marketing,18
2072,2021,Tamil Nadu,Media & Entertainment,11
2073,2021,Tamil Nadu,Non- Renewable Energy,40
2074,2021,Tamil Nadu,Other Specialty Retailers,3
2075,2021,Tamil Nadu,Others,54
2076,2021,Tamil Nadu,Passenger Experience,1
2077,2021,Tamil Nadu,Professional & Commercial Services,44
2078,2021,Tamil Nadu,Real Estate,3
2079,2021,Tamil Nadu,Renewable Energy,28
2080,2021,Tamil Nadu,Retail,16
2081,2021,Tamil Nadu,Robotics,9
2082,2021,Tamil Nadu,Safety,1
2083,2021,Tamil Nadu,Security Solutions,11
2084,2021,Tamil Nadu,Social Impact,5
2085,2021,Tamil Nadu,Social Network,4
2086,2021,Tamil Nadu,Sports,6
2087,2021,Tamil Nadu,Technology Hardware,46
2088,2021,Tamil Nadu,Telecommunication & Networking,8
2089,2021,Tamil Nadu,Textiles & Apparel,15
2090,2021,Tamil Nadu,Toys and Games,3
2091,2021,Tamil Nadu,Transportation & Storage,19
2092,2021,Tamil Nadu,Travel & Tourism,10
2093,2021,Tamil Nadu,Waste Management,8
2094,2021,Telangana,Advertising,9
2095,2021,Telangana,Aeronautics Aerospace & Defence,21
2096,2021,Telangana,Agriculture,48
2097,2021,Telangana,AI,27
2098,2021,Telangana,Airport Operations,1
2099,2021,Telangana,Analytics,17
2100,2021,Telangana,AR VR (Augmented + Virtual Reality),7
2101,2021,Telangana,Architecture Interior Design,4
2102,2021,Telangana,Art & Photography,1
2103,2021,Telangana,Automotive,21
2104,2021,Telangana,Biotechnology,7
2105,2021,Telangana,Chemicals,13
2106,2021,Telangana,Computer Vision,4
2107,2021,Telangana,Construction,29
2108,2021,Telangana,Design,4
2109,2021,Telangana,Education,61
2110,2021,Telangana,Enterprise Software,15
2111,2021,Telangana,Events,1
2112,2021,Telangana,Fashion,12
2113,2021,Telangana,Finance Technology,32
2114,2021,Telangana,Food & Beverages,48
2115,2021,Telangana,Green Technology,18
